"nichoir";"pulenv";"echec_fledg";"pop";"an"
"MUR43";8;0;"DMuro";"2012"
"MUR40";4;1;"DMuro";"2013"
"FEL19";7;1;"DMuro";"2012"
"FEL8";9;0;"DMuro";"2012"
"FEL9";11;0;"DMuro";"2014"
"FEL9";10;0;"DMuro";"2015"
"FEL8";7;3;"DMuro";"2016"
"FEL9";9;0;"DMuro";"2017"
"MUR101";3;0;"DMuro";"2012"
"AVA3";6;0;"DMuro";"2012"
"AVA7";9;0;"DMuro";"2013"
"MUR47";8;0;"DMuro";"2012"
"MUR49";5;0;"DMuro";"2013"
"MUR37";6;0;"DMuro";"2012"
"FEL12";9;1;"DMuro";"2011"
"FEL9";0;7;"DMuro";"2011"
"FEL6";0;8;"DMuro";"2011"
"FEL10";7;1;"DMuro";"2012"
"FEL15";0;10;"DMuro";"2011"
"FEL15";10;0;"DMuro";"2012"
"FEL14";10;1;"DMuro";"2013"
"FEL14";9;1;"DMuro";"2014"
"PIR159";0;6;"EPirio";"2011"
"PIR159";3;0;"EPirio";"2012"
"MUR48";6;2;"DMuro";"2015"
"GRA20";7;0;"EMuro";"2012"
"FEL20";5;0;"DMuro";"2012"
"MUR91";4;0;"DMuro";"2012"
"MUR91";8;0;"DMuro";"2013"
"GRA5";8;0;"EMuro";"2013"
"MUR97";3;4;"DMuro";"2012"
"MUR99";6;0;"DMuro";"2013"
"PIR139";4;0;"EPirio";"2014"
"PIR120";7;0;"EPirio";"2013"
"PIR139";3;4;"EPirio";"2011"
"PIR22";3;1;"EPirio";"2011"
"PIR26";6;0;"EPirio";"2012"
"PIR26";5;0;"EPirio";"2013"
"PIR47";5;1;"EPirio";"2011"
"PIR16";3;3;"EPirio";"2011"
"ARI11";5;0;"EMuro";"2013"
"GRA7";0;7;"EMuro";"2016"
"GRA3";5;0;"EMuro";"2015"
"GRA6";3;0;"EMuro";"2014"
"MUR72";0;6;"DMuro";"2012"
"MUR32";8;1;"DMuro";"2013"
"AVA11";8;0;"DMuro";"2011"
"FIL7";7;0;"EMuro";"2012"
"FIL11";8;0;"EMuro";"2013"
"FEL1";5;1;"DMuro";"2012"
"FEL19";7;1;"DMuro";"2011"
"GRA15";7;0;"EMuro";"2011"
"GRA16";5;0;"EMuro";"2014"
"GRA14";7;0;"EMuro";"2013"
"MUR77";9;0;"DMuro";"2007"
"MUR25";7;1;"DMuro";"2008"
"ARI15";6;0;"EMuro";"2012"
"ARI3";7;0;"EMuro";"2013"
"ARI11";7;0;"EMuro";"2014"
"GRA9";6;0;"EMuro";"2014"
"MUR93";6;1;"DMuro";"2007"
"FIL21";0;8;"EMuro";"2011"
"ARI9";0;1;"EMuro";"2011"
"FEL14";5;0;"DMuro";"2011"
"AVA15";6;0;"DMuro";"2011"
"MUR21";8;0;"DMuro";"2012"
"MUR93";0;7;"DMuro";"2012"
"MUR56";9;0;"DMuro";"2013"
"MUR57";8;1;"DMuro";"2014"
"MUR97";4;2;"DMuro";"2007"
"MUR58";11;0;"DMuro";"2012"
"MUR59";5;0;"DMuro";"2008"
"MUR30";8;0;"DMuro";"2013"
"MUR99";9;1;"DMuro";"2008"
"MUR72";10;0;"DMuro";"2013"
"MUR59";11;0;"DMuro";"2013"
"MUR32";5;1;"DMuro";"2010"
"MUR89";9;0;"DMuro";"2012"
"FEL10";5;2;"DMuro";"2011"
"FEL17";7;0;"DMuro";"2011"
"MUR49";8;0;"DMuro";"2011"
"ARI30";8;1;"EMuro";"2012"
"FIL17";0;9;"EMuro";"2011"
"PIR230";6;1;"EPirio";"2011"
"MUR91";9;0;"DMuro";"2015"
"ARI12";5;0;"EMuro";"2014"
"ARI27";6;0;"EMuro";"2015"
"PIR16";3;4;"EPirio";"2014"
"PIR1";4;1;"EPirio";"2012"
"PIR230";0;4;"EPirio";"2012"
"PIR47";7;0;"EPirio";"2013"
"PIR62";5;0;"EPirio";"2014"
"PIR64";6;0;"EPirio";"2015"
"PIR63";4;0;"EPirio";"2016"
"PIR96";0;5;"EPirio";"2012"
"PIR158";5;0;"EPirio";"2012"
"PIR159";6;0;"EPirio";"2013"
"PIR159";5;0;"EPirio";"2014"
"PIR159";7;0;"EPirio";"2015"
"PIR95";7;0;"EPirio";"2013"
"MUR99";6;1;"DMuro";"2012"
"MUR89";9;0;"DMuro";"2014"
"AVA18";5;0;"DMuro";"2012"
"AVA16";4;2;"DMuro";"2012"
"MUR35";5;0;"DMuro";"2012"
"PIR16";8;1;"EPirio";"2013"
"MUR101";9;0;"DMuro";"2013"
"MUR58";10;0;"DMuro";"2013"
"MUR56";10;0;"DMuro";"2014"
"PIR90";0;6;"EPirio";"2013"
"PIR81";3;2;"EPirio";"2013"
"PIR81";4;0;"EPirio";"2014"
"FEL3";11;0;"DMuro";"2014"
"GRA2";8;0;"EMuro";"2014"
"GRA17";0;7;"EMuro";"2016"
"PIR53";7;1;"EPirio";"2013"
"PIR48";5;1;"EPirio";"2013"
"PIR49";5;0;"EPirio";"2014"
"PIR153";6;2;"EPirio";"2014"
"PIR51";9;0;"EPirio";"2015"
"PIR46";6;1;"EPirio";"2016"
"PIR67";5;2;"EPirio";"2013"
"MUR34";4;1;"DMuro";"2013"
"FIL25";7;0;"EMuro";"2013"
"AVA11";8;0;"DMuro";"2013"
"AVA14";8;2;"DMuro";"2013"
"AVA16";9;2;"DMuro";"2014"
"PIR64";6;1;"EPirio";"2013"
"PIR57";3;1;"EPirio";"2014"
"PIR85";5;0;"EPirio";"2013"
"PIR85";4;1;"EPirio";"2014"
"PIR80";6;1;"EPirio";"2013"
"PIR89";4;0;"EPirio";"2013"
"PIR128";6;1;"EPirio";"2013"
"PIR129";0;7;"EPirio";"2014"
"ARI1";6;1;"EMuro";"2014"
"ARI1";0;10;"EMuro";"2015"
"FEL20";6;0;"DMuro";"2016"
"FIL5";8;0;"EMuro";"2013"
"FIL4";8;0;"EMuro";"2014"
"FIL5";7;0;"EMuro";"2015"
"ARI28";6;0;"EMuro";"2014"
"MUR27";8;0;"DMuro";"2014"
"MUR25";10;0;"DMuro";"2014"
"GRA8";9;0;"EMuro";"2014"
"GRA11";5;0;"EMuro";"2016"
"GRA9";0;8;"EMuro";"2015"
"MUR95";5;1;"DMuro";"2014"
"AVA1";7;0;"DMuro";"2014"
"AVA11";8;0;"DMuro";"2015"
"AVA11";9;0;"DMuro";"2014"
"AVA4";9;0;"DMuro";"2014"
"AVA7";7;0;"DMuro";"2014"
"AVA9";9;0;"DMuro";"2014"
"AVA10";8;0;"DMuro";"2016"
"AVA10";8;0;"DMuro";"2014"
"FEL1";7;1;"DMuro";"2013"
"MUR34";7;1;"DMuro";"2015"
"GRA15";0;8;"EMuro";"2015"
"AVA1";7;1;"DMuro";"2019"
"GRA1";11;0;"EMuro";"2019"
"MUR53";7;1;"DMuro";"2015"
"MUR77";8;1;"DMuro";"2014"
"MUR55";7;2;"DMuro";"2015"
"FIL23";4;1;"EMuro";"2014"
"FIL22";9;0;"EMuro";"2016"
"FIL23";9;0;"EMuro";"2017"
"ARI13";7;0;"EMuro";"2014"
"FEL4";6;0;"DMuro";"2018"
"MUR46";5;1;"DMuro";"2013"
"MUR51";9;0;"DMuro";"2014"
"MUR37";5;0;"DMuro";"2013"
"AVA18";8;1;"DMuro";"2013"
"AVA18";8;0;"DMuro";"2014"
"ARI16";6;0;"EMuro";"2015"
"ARI18";6;0;"EMuro";"2016"
"ARI18";5;0;"EMuro";"2017"
"ARI16";5;0;"EMuro";"2018"
"ARI18";7;0;"EMuro";"2013"
"ARI15";5;0;"EMuro";"2013"
"FIL3";7;0;"EMuro";"2013"
"ARI23";5;0;"EMuro";"2013"
"FIL20";6;1;"EMuro";"2015"
"ARI11";0;7;"EMuro";"2015"
"PIR101";6;1;"EPirio";"2015"
"FIL19bis";7;0;"EMuro";"2014"
"FIL14";0;6;"EMuro";"2013"
"FIL16";8;0;"EMuro";"2015"
"FIL8";4;0;"EMuro";"2016"
"FIL7";5;0;"EMuro";"2017"
"MUR35";7;1;"DMuro";"2013"
"MUR21";7;0;"DMuro";"2013"
"MUR21";7;0;"DMuro";"2014"
"MUR21";9;0;"DMuro";"2015"
"MUR24";7;0;"DMuro";"2013"
"MUR45";7;0;"DMuro";"2015"
"AVA13";7;2;"DMuro";"2014"
"ARI18";5;1;"EMuro";"2014"
"ARI18";7;0;"EMuro";"2015"
"ARI11";6;0;"EMuro";"2016"
"ARI7";9;0;"EMuro";"2017"
"PIR159";7;0;"EPirio";"2016"
"PIR159";0;7;"EPirio";"2017"
"MUR75";3;2;"DMuro";"2015"
"MUR72";7;0;"DMuro";"2016"
"MUR47";7;0;"DMuro";"2015"
"MUR46";6;2;"DMuro";"2015"
"MUR44";10;0;"DMuro";"2016"
"MUR46";9;0;"DMuro";"2017"
"MUR46";9;0;"DMuro";"2018"
"MUR57";5;2;"DMuro";"2015"
"MUR51";5;1;"DMuro";"2015"
"MUR88";7;1;"DMuro";"2015"
"MUR88bis";0;8;"DMuro";"2016"
"MUR86";6;0;"DMuro";"2017"
"MUR88";7;2;"DMuro";"2018"
"MUR42";11;0;"DMuro";"2015"
"MUR43";11;0;"DMuro";"2016"
"ARI23";6;0;"EMuro";"2016"
"FIL22";0;8;"EMuro";"2015"
"AVA12";7;0;"DMuro";"2015"
"AVA15";7;0;"DMuro";"2015"
"AVA18";6;0;"DMuro";"2015"
"AVA22";8;0;"DMuro";"2015"
"AVA6";7;0;"DMuro";"2016"
"AVA4";8;0;"DMuro";"2015"
"AVA8";8;1;"DMuro";"2015"
"AVA9";8;0;"DMuro";"2015"
"MUR24";9;0;"DMuro";"2015"
"MUR30";8;0;"DMuro";"2015"
"MUR31";7;0;"DMuro";"2015"
"MUR31";7;0;"DMuro";"2016"
"MUR23";8;1;"DMuro";"2015"
"FIL3";8;0;"EMuro";"2015"
"FIL19bis";6;0;"EMuro";"2015"
"GRA12";0;7;"EMuro";"2018"
"GRA9";6;1;"EMuro";"2016"
"GRA1";7;0;"EMuro";"2017"
"FEL11";9;0;"DMuro";"2015"
"FEL14";7;1;"DMuro";"2015"
"FEL15";9;0;"DMuro";"2015"
"PIR65";4;2;"EPirio";"2015"
"PIR65";5;0;"EPirio";"2016"
"PIR65";6;0;"EPirio";"2017"
"PIR91";5;2;"EPirio";"2016"
"PIR1";7;0;"EPirio";"2015"
"PIR1";5;0;"EPirio";"2016"
"PIR1";5;2;"EPirio";"2017"
"PIR154";7;1;"EPirio";"2015"
"PIR155";6;1;"EPirio";"2016"
"PIR55";5;0;"EPirio";"2017"
"PIR60";7;0;"EPirio";"2015"
"PIR56";6;0;"EPirio";"2016"
"PIR157";6;0;"EPirio";"2015"
"PIR127";5;0;"EPirio";"2015"
"PIR18";7;2;"EPirio";"2015"
"PIR15";6;1;"EPirio";"2016"
"PIR35";6;0;"EPirio";"2015"
"PIR48";5;1;"EPirio";"2015"
"PIR47";4;0;"EPirio";"2016"
"PIR49";6;0;"EPirio";"2017"
"PIR62";5;1;"EPirio";"2018"
"PIR1";6;0;"EPirio";"2019"
"FEL1";7;0;"DMuro";"2015"
"ARI6";6;0;"EMuro";"2014"
"PIR32";7;0;"EPirio";"2013"
"PIR101";7;0;"EPirio";"2013"
"PIR104";7;0;"EPirio";"2014"
"MUR87";9;0;"DMuro";"2013"
"MUR43";9;1;"DMuro";"2013"
"PIR32";7;0;"EPirio";"2015"
"PIR39";2;4;"EPirio";"2014"
"PIR40";8;1;"EPirio";"2015"
"PIR41";0;5;"EPirio";"2018"
"PIR8";2;1;"EPirio";"2013"
"PIR80";4;0;"EPirio";"2014"
"PIR80";5;1;"EPirio";"2015"
"PIR105";8;0;"EPirio";"2015"
"PIR114";5;0;"EPirio";"2014"
"PIR44";4;0;"EPirio";"2014"
"PIR208";3;4;"EPirio";"2015"
"PIR44";5;0;"EPirio";"2016"
"PIR207";4;0;"EPirio";"2017"
"MUR44";0;8;"DMuro";"2015"
"MUR53";9;0;"DMuro";"2016"
"MUR47";9;0;"DMuro";"2017"
"FEL19";5;0;"DMuro";"2014"
"FEL19";9;0;"DMuro";"2015"
"FEL10";7;2;"DMuro";"2014"
"MUR91";5;2;"DMuro";"2014"
"MUR38";8;0;"DMuro";"2014"
"MUR56";8;0;"DMuro";"2015"
"MUR56";8;0;"DMuro";"2016"
"MUR89";9;0;"DMuro";"2015"
"PIR158";5;0;"EPirio";"2013"
"PIR158";5;0;"EPirio";"2014"
"PIR158";6;0;"EPirio";"2015"
"PIR42";6;0;"EPirio";"2016"
"PIR41";6;0;"EPirio";"2017"
"PIR98";6;0;"EPirio";"2013"
"PIR98";3;0;"EPirio";"2014"
"PIR134";2;3;"EPirio";"2014"
"PIR134";7;0;"EPirio";"2015"
"PIR135";6;0;"EPirio";"2016"
"PIR135";6;1;"EPirio";"2014"
"PIR135";9;0;"EPirio";"2015"
"PIR132";5;0;"EPirio";"2014"
"PIR132";9;0;"EPirio";"2015"
"PIR12";6;0;"EPirio";"2016"
"GRA14";0;6;"EMuro";"2016"
"GRA17";0;7;"EMuro";"2014"
"GRA6";2;7;"EMuro";"2015"
"ARI30";6;0;"EMuro";"2015"
"FIL8";0;7;"EMuro";"2015"
"FIL5";6;0;"EMuro";"2016"
"ARI15";8;0;"EMuro";"2015"
"ARI2";2;6;"EMuro";"2016"
"AVA15";6;0;"DMuro";"2014"
"AVA17";6;0;"DMuro";"2015"
"GRA12";5;0;"EMuro";"2016"
"GRA11";6;0;"EMuro";"2014"
"GRA7";8;0;"EMuro";"2015"
"FIL14";5;3;"EMuro";"2014"
"FIL14";6;0;"EMuro";"2015"
"FIL12";7;0;"EMuro";"2016"
"FIL10";7;0;"EMuro";"2017"
"FIL15";4;2;"EMuro";"2014"
"FEL15";5;2;"DMuro";"2013"
"AVA5";6;0;"DMuro";"2013"
"FEL11";6;2;"DMuro";"2013"
"FEL16";7;2;"DMuro";"2014"
"PIR37";7;0;"EPirio";"2014"
"PIR120";5;3;"EPirio";"2015"
"PIR37";7;0;"EPirio";"2016"
"PIR45";7;0;"EPirio";"2017"
"ARI22";0;6;"EMuro";"2013"
"FIL1";8;0;"EMuro";"2014"
"FIL1";7;0;"EMuro";"2015"
"FIL1";8;0;"EMuro";"2016"
"FIL3";6;0;"EMuro";"2016"
"FIL5";7;0;"EMuro";"2017"
"PIR243";8;0;"EPirio";"2017"
"PIR245";7;1;"EPirio";"2018"
"MUR45";9;0;"DMuro";"2017"
"MUR44";9;1;"DMuro";"2018"
"MUR38";6;0;"DMuro";"2016"
"MUR72";6;0;"DMuro";"2017"
"ARI19";4;1;"EMuro";"2016"
"ARI19";6;0;"EMuro";"2018"
"MUR101";10;0;"DMuro";"2016"
"MUR93";10;0;"DMuro";"2015"
"MUR38";9;0;"DMuro";"2015"
"PIR66";3;0;"EPirio";"2016"
"PIR43";6;0;"EPirio";"2017"
"PIR207";6;0;"EPirio";"2018"
"MUR34";10;0;"DMuro";"2018"
"MUR95";7;0;"DMuro";"2016"
"ARI4";7;0;"EMuro";"2016"
"MUR51";9;0;"DMuro";"2017"
"MUR91";7;0;"DMuro";"2016"
"MUR91";9;0;"DMuro";"2017"
"MUR88bis";0;6;"DMuro";"2015"
"MUR35";7;0;"DMuro";"2015"
"AVA5";7;0;"DMuro";"2015"
"AVA5";6;1;"DMuro";"2016"
"MUR72";7;1;"DMuro";"2014"
"MUR78";7;0;"DMuro";"2014"
"MUR85";7;1;"DMuro";"2014"
"MUR85";8;0;"DMuro";"2015"
"MUR44";8;1;"DMuro";"2014"
"MUR77";10;0;"DMuro";"2015"
"MUR55";6;0;"DMuro";"2014"
"MUR58";10;0;"DMuro";"2015"
"ARI16";7;0;"EMuro";"2014"
"MUR40";9;0;"DMuro";"2014"
"MUR31";7;0;"DMuro";"2014"
"MUR39";8;0;"DMuro";"2014"
"FEL3";4;0;"DMuro";"2015"
"FEL1";7;0;"DMuro";"2017"
"MUR55";8;0;"DMuro";"2018"
"MUR87";6;1;"DMuro";"2018"
"MUR22";6;1;"DMuro";"2018"
"MUR26";7;0;"DMuro";"2018"
"MUR27";10;0;"DMuro";"2018"
"MUR28";10;0;"DMuro";"2018"
"MUR32";3;0;"DMuro";"2018"
"MUR88bis";7;1;"DMuro";"2018"
"ARI27";8;0;"EMuro";"2018"
"ARI6";3;4;"EMuro";"2018"
"AVA14";6;0;"DMuro";"2014"
"ARI26";7;0;"EMuro";"2014"
"GRA11";6;1;"EMuro";"2017"
"GRA13";0;7;"EMuro";"2015"
"GRA3";4;1;"EMuro";"2014"
"GRA13";7;0;"EMuro";"2016"
"FIL8";5;0;"EMuro";"2014"
"FIL4";9;0;"EMuro";"2015"
"FIL19bis";7;0;"EMuro";"2016"
"FIL8";6;0;"EMuro";"2017"
"FIL11";2;0;"EMuro";"2018"
"PIR204";7;0;"EPirio";"2017"
"PIR204";7;0;"EPirio";"2018"
"AVA8";6;0;"DMuro";"2016"
"PIR157";4;0;"EPirio";"2014"
"PIR124";3;4;"EPirio";"2014"
"PIR77";4;1;"EPirio";"2014"
"PIR94";5;0;"EPirio";"2014"
"FIL15";6;0;"EMuro";"2015"
"FIL16";4;1;"EMuro";"2016"
"FIL14";5;0;"EMuro";"2017"
"FIL16";6;0;"EMuro";"2018"
"FEL20";6;0;"DMuro";"2015"
"MUR28";4;0;"DMuro";"2016"
"ARI10";0;8;"EMuro";"2015"
"MUR50";7;1;"DMuro";"2015"
"FEL17";9;0;"DMuro";"2016"
"FEL11";7;0;"DMuro";"2016"
"FEL12";7;1;"DMuro";"2017"
"FEL4";7;0;"DMuro";"2017"
"PIR29";5;1;"EPirio";"2016"
"PIR32";4;0;"EPirio";"2017"
"PIR114";5;0;"EPirio";"2016"
"PIR114";5;0;"EPirio";"2017"
"PIR51";6;0;"EPirio";"2018"
"PIR99";5;0;"EPirio";"2016"
"PIR100";6;0;"EPirio";"2017"
"PIR89";9;0;"EPirio";"2015"
"PIR21";7;0;"EPirio";"2014"
"PIR121";9;0;"EPirio";"2015"
"PIR12";0;5;"EPirio";"2014"
"PIR202";3;4;"EPirio";"2015"
"PIR5";5;0;"EPirio";"2016"
"FEL2";6;0;"DMuro";"2019"
"FIL25";4;2;"EMuro";"2016"
"FIL25";3;0;"EMuro";"2017"
"GRA1";3;1;"EMuro";"2016"
"AVA7";6;1;"DMuro";"2015"
"AVA7";7;0;"DMuro";"2016"
"ARI20";8;0;"EMuro";"2016"
"ARI20";10;0;"EMuro";"2017"
"PIR103";6;0;"EPirio";"2016"
"PIR101";7;0;"EPirio";"2017"
"MUR34";8;0;"DMuro";"2016"
"MUR31";9;0;"DMuro";"2017"
"MUR31";3;2;"DMuro";"2018"
"AVA3";3;0;"DMuro";"2019"
"FIL1";6;0;"EMuro";"2017"
"ARI7";3;4;"EMuro";"2016"
"ARI2";10;0;"EMuro";"2017"
"ARI13";7;0;"EMuro";"2018"
"PIR138";5;0;"EPirio";"2016"
"PIR133";3;1;"EPirio";"2017"
"ARI3";5;2;"EMuro";"2019"
"FIL3";8;0;"EMuro";"2019"
"FIL9";3;1;"EMuro";"2015"
"MUR26";0;6;"DMuro";"2015"
"GRA19";0;5;"EMuro";"2015"
"GRA16";0;7;"EMuro";"2015"
"MUR41";8;0;"DMuro";"2015"
"MUR40";8;1;"DMuro";"2016"
"ARI6";1;5;"EMuro";"2015"
"MUR59";6;0;"DMuro";"2015"
"MUR77";6;0;"DMuro";"2016"
"MUR53";6;0;"DMuro";"2017"
"MUR74";7;1;"DMuro";"2018"
"FEL1";2;8;"DMuro";"2018"
"ARI26";6;1;"EMuro";"2015"
"ARI10";0;7;"EMuro";"2016"
"ARI4";8;0;"EMuro";"2017"
"PIR97";5;0;"EPirio";"2015"
"PIR81";8;1;"EPirio";"2015"
"PIR20";7;0;"EPirio";"2015"
"PIR86";6;1;"EPirio";"2015"
"PIR127";8;1;"EPirio";"2018"
"MUR45";9;1;"DMuro";"2018"
"MUR35";8;0;"DMuro";"2016"
"MUR34";8;0;"DMuro";"2017"
"MUR85";4;3;"DMuro";"2018"
"MUR51";8;0;"DMuro";"2016"
"AVA7";6;0;"DMuro";"2017"
"FEL14";10;1;"DMuro";"2016"
"MUR23";8;0;"DMuro";"2018"
"MUR85";8;0;"DMuro";"2016"
"MUR88";6;0;"DMuro";"2017"
"MUR45";8;0;"DMuro";"2016"
"MUR40";9;0;"DMuro";"2018"
"AVA3";9;0;"DMuro";"2016"
"MUR74";7;0;"DMuro";"2016"
"MUR52";9;0;"DMuro";"2017"
"MUR51";8;0;"DMuro";"2018"
"FIL10";6;0;"EMuro";"2018"
"AVA13";8;0;"DMuro";"2016"
"AVA14";8;1;"DMuro";"2017"
"ARI16";5;0;"EMuro";"2016"
"ARI23";8;0;"EMuro";"2017"
"ARI24";7;0;"EMuro";"2018"
"GRA5";0;7;"EMuro";"2017"
"GRA4";8;0;"EMuro";"2019"
"AVA4";9;0;"DMuro";"2019"
"PIR4";4;2;"EPirio";"2019"
"PIR39";6;2;"EPirio";"2015"
"ARI21";9;0;"EMuro";"2017"
"MUR49";5;0;"DMuro";"2016"
"MUR76";5;0;"DMuro";"2017"
"MUR75bis";4;0;"DMuro";"2018"
"MUR55";7;2;"DMuro";"2016"
"MUR57";8;0;"DMuro";"2016"
"MUR59";9;0;"DMuro";"2016"
"MUR21";9;0;"DMuro";"2016"
"MUR89";8;0;"DMuro";"2016"
"MUR89";8;0;"DMuro";"2017"
"MUR27";10;1;"DMuro";"2016"
"MUR25";8;0;"DMuro";"2017"
"MUR58";0;7;"DMuro";"2016"
"MUR29";8;0;"DMuro";"2016"
"MUR27";8;1;"DMuro";"2017"
"MUR42";8;0;"DMuro";"2016"
"MUR42";8;0;"DMuro";"2017"
"MUR42";7;0;"DMuro";"2018"
"MUR32";9;0;"DMuro";"2016"
"MUR33";10;0;"DMuro";"2017"
"MUR40";7;0;"DMuro";"2017"
"MUR87";8;0;"DMuro";"2016"
"AVA12";6;1;"DMuro";"2016"
"AVA3";10;0;"DMuro";"2017"
"AVA11";5;0;"DMuro";"2016"
"AVA14";5;1;"DMuro";"2016"
"AVA15";7;1;"DMuro";"2017"
"AVA4";7;0;"DMuro";"2016"
"AVA18";8;0;"DMuro";"2016"
"AVA9";8;0;"DMuro";"2016"
"AVA8";8;0;"DMuro";"2017"
"ARI21";8;0;"EMuro";"2016"
"ARI26";7;0;"EMuro";"2016"
"ARI15";8;0;"EMuro";"2017"
"ARI6";3;5;"EMuro";"2016"
"ARI5";0;5;"EMuro";"2017"
"FIL4";7;0;"EMuro";"2016"
"FIL4";8;0;"EMuro";"2017"
"FIL17";8;0;"EMuro";"2016"
"GRA14";9;0;"EMuro";"2018"
"GRA19";8;0;"EMuro";"2016"
"GRA8";7;0;"EMuro";"2016"
"GRA3";9;0;"EMuro";"2016"
"GRA4";9;0;"EMuro";"2016"
"PIR157";5;0;"EPirio";"2016"
"PIR154";6;0;"EPirio";"2017"
"PIR53";6;0;"EPirio";"2016"
"PIR71";6;1;"EPirio";"2016"
"PIR71";6;0;"EPirio";"2017"
"PIR122";4;0;"EPirio";"2016"
"PIR125";7;1;"EPirio";"2017"
"PIR123";8;0;"EPirio";"2017"
"PIR38";3;0;"EPirio";"2018"
"FEL5";5;0;"DMuro";"2019"
"PIR243";4;0;"EPirio";"2016"
"PIR235";6;0;"EPirio";"2016"
"PIR81";5;1;"EPirio";"2016"
"PIR85";7;0;"EPirio";"2017"
"MUR88";0;9;"DMuro";"2016"
"MUR37";8;0;"DMuro";"2017"
"MUR30";7;1;"DMuro";"2016"
"AVA18";8;1;"DMuro";"2017"
"AVA16";6;0;"DMuro";"2018"
"PIR5";7;1;"EPirio";"2019"
"FIL5";8;1;"EMuro";"2019"
"PIR128";7;0;"EPirio";"2015"
"PIR69";2;4;"EPirio";"2015"
"PIR68";6;0;"EPirio";"2016"
"PIR46";4;0;"EPirio";"2017"
"PIR126";4;0;"EPirio";"2016"
"AVA9";8;0;"DMuro";"2018"
"MUR46";8;0;"DMuro";"2016"
"FIL19";5;2;"EMuro";"2016"
"FIL15";7;0;"EMuro";"2017"
"FIL14";7;1;"EMuro";"2018"
"MUR22";6;0;"DMuro";"2016"
"FIL14";8;1;"EMuro";"2016"
"FIL3";0;8;"EMuro";"2018"
"PIR15";6;0;"EPirio";"2017"
"ARI3";6;0;"EMuro";"2017"
"ARI2";7;0;"EMuro";"2018"
"ARI11";8;0;"EMuro";"2018"
"GRA20";6;1;"EMuro";"2016"
"GRA20";0;4;"EMuro";"2017"
"GRA4";3;4;"EMuro";"2017"
"GRA10";7;0;"EMuro";"2018"
"FEL16";0;6;"DMuro";"2016"
"FEL15";7;0;"DMuro";"2017"
"FEL9";4;0;"DMuro";"2016"
"ARI10";3;0;"EMuro";"2017"
"FIL2";4;0;"EMuro";"2016"
"FIL3";9;0;"EMuro";"2017"
"FIL1";7;0;"EMuro";"2018"
"FIL21";0;7;"EMuro";"2017"
"FIL6";8;0;"EMuro";"2018"
"AVA5";5;0;"DMuro";"2018"
"ARI29";6;0;"EMuro";"2016"
"ARI30";7;0;"EMuro";"2017"
"ARI30";6;0;"EMuro";"2018"
"ARI27";8;0;"EMuro";"2017"
"FEL19";0;8;"DMuro";"2016"
"AVA16";5;0;"DMuro";"2017"
"AVA9";9;0;"DMuro";"2017"
"GRA8";8;0;"EMuro";"2018"
"GRA5";0;4;"EMuro";"2016"
"PIR61";4;0;"EPirio";"2016"
"PIR64";5;0;"EPirio";"2017"
"PIR158";4;1;"EPirio";"2016"
"PIR158";5;0;"EPirio";"2017"
"PIR159";7;0;"EPirio";"2018"
"PIR26";5;0;"EPirio";"2016"
"PIR247";3;3;"EPirio";"2016"
"PIR246";6;2;"EPirio";"2017"
"PIR9";5;0;"EPirio";"2017"
"PIR4";5;0;"EPirio";"2018"
"PIR249";3;2;"EPirio";"2016"
"PIR105";5;0;"EPirio";"2016"
"PIR24";6;0;"EPirio";"2016"
"PIR4";6;0;"EPirio";"2017"
"PIR73";5;1;"EPirio";"2017"
"PIR73";6;0;"EPirio";"2018"
"PIR97";6;0;"EPirio";"2016"
"PIR94";7;1;"EPirio";"2017"
"PIR95";8;0;"EPirio";"2018"
"PIR28";5;0;"EPirio";"2016"
"PIR89";0;2;"EPirio";"2016"
"PIR90";7;0;"EPirio";"2017"
"PIR81";8;1;"EPirio";"2017"
"PIR20";7;1;"EPirio";"2017"
"PIR19";8;0;"EPirio";"2018"
"PIR39";4;2;"EPirio";"2016"
"PIR39";7;0;"EPirio";"2017"
"PIR40";7;0;"EPirio";"2018"
"PIR139";4;0;"EPirio";"2016"
"PIR132";0;3;"EPirio";"2017"
"PIR77";5;2;"EPirio";"2016"
"PIR80";5;0;"EPirio";"2016"
"FIL6";8;0;"EMuro";"2019"
"ARI6";0;9;"EMuro";"2019"
"FIL7";6;0;"EMuro";"2019"
"AVA7";7;1;"DMuro";"2019"
"PIR135";7;0;"EPirio";"2017"
"FEL7";0;8;"DMuro";"2019"
"PIR8";9;0;"EPirio";"2019"
"FEL8";9;0;"DMuro";"2019"
"FIL8";8;0;"EMuro";"2019"
"MUR22";11;0;"DMuro";"2017"
"MUR93";0;6;"DMuro";"2017"
"MUR24";9;0;"DMuro";"2017"
"MUR30";9;1;"DMuro";"2017"
"MUR30";10;0;"DMuro";"2018"
"MUR88bis";7;0;"DMuro";"2017"
"MUR35";9;0;"DMuro";"2018"
"MUR43";7;0;"DMuro";"2017"
"MUR43";8;1;"DMuro";"2018"
"AVA8";10;0;"DMuro";"2019"
"MUR54";9;0;"DMuro";"2017"
"MUR77";7;1;"DMuro";"2017"
"MUR28";5;0;"DMuro";"2017"
"MUR25";6;0;"DMuro";"2018"
"MUR57";9;0;"DMuro";"2017"
"MUR59";8;0;"DMuro";"2017"
"MUR59";8;1;"DMuro";"2018"
